2.434425669351406307e-01,3.552476535139913461e-01,3.823499636486432096e-01,1.459266791286498721e+00
2.436867240323805639e-01,3.522986209486446696e-01,3.790067507681388337e-01,1.445702971089356526e+00
2.435072549652958218e-01,3.622453856945779815e-01,3.874069260999659647e-01,1.487616398723744293e+00
2.406356863989038142e-01,3.294674177961217088e-01,3.776948880179156198e-01,1.369154437259820112e+00
2.372091875704471220e-01,3.298272232006179139e-01,3.906532146324047106e-01,1.390448770466214734e+00
2.184906627052726202e-01,3.115388352364411029e-01,3.597505162898276265e-01,1.425867958745145270e+00
2.432846592867902447e-01,3.247898441765744715e-01,3.670513007662030702e-01,1.335019828741868197e+00
2.395780602805051285e-01,3.026055326067524920e-01,3.771209227283449650e-01,1.263076978970665953e+00
2.319219969080910382e-01,3.432905631647136246e-01,3.875111931576771251e-01,1.480198375925320775e+00
2.424381938865842745e-01,3.160710518664172630e-01,3.861934421915048654e-01,1.303718060258605149e+00
2.470246094943996662e-01,3.523237531222851993e-01,3.970895698422968745e-01,1.426269851588502613e+00
2.611145898563353440e-01,3.667970073920829299e-01,3.971919536898408376e-01,1.404735781305417763e+00
2.328100985898594044e-01,3.724878447011555904e-01,3.894243222885122591e-01,1.599964292602984894e+00
2.284354200135155777e-01,3.592170108442873655e-01,3.701840821463805442e-01,1.572510124844185730e+00
2.602993845812706653e-01,3.734680462832199455e-01,3.944888932914278334e-01,1.434763462403099821e+00
2.407062313611687265e-01,3.704333502189030014e-01,3.933290104861619785e-01,1.538943749499715574e+00
2.264228133620935501e-01,3.704333502189030014e-01,3.914561168920865919e-01,1.636024854202782874e+00
2.426587083353170526e-01,3.571830585789798063e-01,3.779471821087115324e-01,1.471956481715907428e+00
2.511511956509924759e-01,3.737998115136811905e-01,4.131122409865716771e-01,1.488345737494019438e+00
2.355241729509961190e-01,3.835596383581658109e-01,3.913054619143648827e-01,1.628536186126297913e+00
2.568848919569541867e-01,3.461839339778597369e-01,3.740422675914459871e-01,1.347622786768905234e+00
2.396151427733077821e-01,3.818876182380022688e-01,3.921029208313417391e-01,1.593754108434181527e+00
2.393032144202899836e-01,3.808303210605891720e-01,4.012997439055025484e-01,1.591413312115958822e+00
2.332654453641902492e-01,3.752209249582421635e-01,3.799581109815048929e-01,1.608557685740471088e+00
2.474272128488894940e-01,3.648781915578899193e-01,3.989190418007811934e-01,1.474689009978586762e+00
2.540937426463623083e-01,3.862696519684535312e-01,4.012438901509021161e-01,1.520185613173672179e+00
2.435072549652958218e-01,3.761540597496771388e-01,4.032335513390832293e-01,1.544734508231739856e+00
2.328100985898594044e-01,3.976926157797160410e-01,3.894243222885122591e-01,1.708227513276086462e+00
2.441337786367142604e-01,3.807831225871644021e-01,4.030737735262744370e-01,1.559731409203281904e+00
2.328100985898594044e-01,3.902404152562191642e-01,3.664723247956226948e-01,1.676217731189161508e+00
2.465798494078444980e-01,3.693704080805637613e-01,3.882069979971483065e-01,1.497974830334262153e+00
2.458748679681458660e-01,3.883084074264478991e-01,3.732330403090539650e-01,1.579292794889288531e+00
2.399767304840743909e-01,3.812857431499283023e-01,4.012865241152426266e-01,1.588844644982075227e+00
2.504021589253527247e-01,3.915726401769941134e-01,3.979549357437916490e-01,1.563775016387640937e+00
2.435072549652958218e-01,3.591401519729475189e-01,4.032335513390832293e-01,1.474864278783527327e+00
2.474717104796806122e-01,3.905623692877619457e-01,4.095303447359638915e-01,1.578210166045747709e+00
2.434425669351406307e-01,3.786199325732971244e-01,3.785059678345293888e-01,1.555274154968022682e+00
2.432846592867902447e-01,3.547788826234666848e-01,3.785638616682543978e-01,1.458287109690891592e+00
2.474272128488894940e-01,3.934310880183920500e-01,4.148655667103731126e-01,1.590088185888716588e+00
2.577119219947561768e-01,3.359227315214444731e-01,3.944890798772320295e-01,1.303481534425402710e+00
2.568848919569541867e-01,3.611129897869552186e-01,3.860667408099733300e-01,1.405738527618301426e+00
2.322459879605565103e-01,3.665567521632637771e-01,3.798663234472368089e-01,1.578312527084506423e+00
2.426587083353170526e-01,3.808586485704701374e-01,3.779471821087115324e-01,1.569523925942035492e+00
2.536815240761955970e-01,3.856217790519846367e-01,4.087446183902804786e-01,1.520101948520931945e+00
2.361730151258894794e-01,3.980849077341558351e-01,3.900383383332522991e-01,1.685564743804286669e+00
2.574763414978072373e-01,3.594220779274157618e-01,4.083418620368851615e-01,1.395942150787771396e+00
2.386689672152182140e-01,4.092471442180031782e-01,3.780765006851578014e-01,1.714706142960627178e+00
2.530822355579113170e-01,3.948925209897968247e-01,3.858618576307834558e-01,1.560332830628232248e+00
2.390778363422673691e-01,3.829162825735942799e-01,3.786558783922167604e-01,1.601638564377024343e+00
2.395780602805051285e-01,3.405611065344230082e-01,3.772599828649607079e-01,1.421503730916278130e+00
2.435072549652958218e-01,3.457079828732138593e-01,4.032335513390832293e-01,1.419703010173078761e+00
2.278972394904955900e-01,4.048148423497967552e-01,3.779831762914551696e-01,1.776304281942298280e+00
2.141035367575103709e-01,4.127840255365163302e-01,3.814048516107506059e-01,1.927964534299252408e+00
