EAR,MAR,Circularity,MOE,Y,respondent
0.28967614524698726,0.9510507354437604,0.412037771905781,3.283151723221337,0.0,36
0.2724258721982883,0.9306059301660792,0.4139426852784576,3.4159968825895044,0.0,36
0.28967614524698726,0.9613239761650239,0.412037771905781,3.318616295951355,0.0,36
0.3200504485369945,0.9422957860006625,0.44699430972283527,2.944210171577819,0.0,36
0.301189388965836,0.9538879022764593,0.4444371316254455,3.167070080230014,0.0,36
0.25514973526660156,0.9025162519546224,0.3817058540380348,3.537202384363044,0.0,36
0.3195964541750285,0.937395594782235,0.44684701933233284,2.9330600591359053,0.0,36
0.31304851800240985,0.9578944010690424,0.42891945954811317,3.0598911861376976,0.0,36
0.2502004892032816,0.9616703334875848,0.4403870080888118,3.8435989335986154,0.0,36
0.30203795702737674,0.9726142047885906,0.4373755478358052,3.2201721080388346,0.0,36
0.2731137209155127,0.9565297704419106,0.41644724656534005,3.5023131288882086,0.0,36
0.2494649509463292,0.9480288079429102,0.402993129422442,3.800248509245985,0.0,36
0.2849202209181789,0.9660405899158612,0.43651160618788876,3.3905652143702385,0.0,36
0.27883326429273,0.926181184068563,0.4317920256155028,3.321630890840276,0.0,36
0.2849202209181789,0.9384810739208066,0.4369500572042607,3.293838081749599,0.0,36
0.26273643314425427,0.9707880696157284,0.3962163577836694,3.694912266250953,0.0,36
0.28688188101847173,0.9740017822307696,0.4762144383821203,3.3951317482056504,0.0,36
0.26114080891230684,0.9697906478332392,0.39779982334120734,3.7136694638902745,0.0,36
0.27947769875050193,0.9543274338177758,0.4330628955368189,3.414681880108552,0.0,36
0.260604583219777,0.9734652703357402,0.3599004001583851,3.7354111670199712,0.0,36
0.26665631839737,0.9532585454605588,0.3769565769782092,3.574858271462435,0.0,36
0.2898926757700354,0.9357604759733026,0.41447255789495047,3.227954874981451,0.0,36
0.325205641600856,0.9488024643991878,0.4542150902007676,2.917546140124188,0.0,36
0.30147059688622263,0.9532585454605588,0.43474699084510965,3.1620282551811383,0.0,36
0.30147059688622263,0.9563517906066824,0.43529525844052613,3.172288775371408,0.0,36
0.30858469169436964,0.9769145302323408,0.4518738235638399,3.165790645246597,0.0,36
0.2736066639497054,1.0126282814086436,0.41545674297828417,3.7010366150832694,0.0,36
0.2783516855406117,0.9923645162571858,0.4195769170186151,3.565146423776187,0.0,36
0.297226498150063,0.934941477333066,0.4332108177230579,3.145552240974945,0.0,36
0.297226498150063,0.9679408446890924,0.431490356134799,3.256576552607369,0.0,36
0.3091932548553955,0.9749161699661862,0.4546633254755692,3.153096500834529,0.0,36
0.2500025305563551,0.9586822752349952,0.40331493274311614,3.8346902853404954,0.0,36
0.25476330311309126,0.9586822752349952,0.37909608564635044,3.7630312667497057,0.0,36
0.30858469169436964,0.9679408446890924,0.4523910664143698,3.1367105068444747,0.0,36
0.2967713574966784,0.9530265877339236,0.4307139733342406,3.2113159294511453,0.0,36
0.29673355511587024,0.9702995700889088,0.43130194927139426,3.2699354466670285,0.0,36
0.2854821151240454,0.9852617052628002,0.43664326727032565,3.4512204200066687,0.0,36
0.24883666267898874,0.9702995700889088,0.36392956667175613,3.899343286646799,0.0,36
0.332677256967426,0.9681094817312682,0.5058602684015965,2.9100561022903357,0.0,36
0.2730690843396795,0.9852617052628002,0.4167394686665181,3.6081041822998934,0.0,36
0.26114080891230684,0.9654564806624418,0.36006611393230564,3.697072413475788,0.0,36
0.3090398323477543,0.9654564806624418,0.4550646841591144,3.1240519169581975,0.0,36
0.2849202209181789,0.9791026377804534,0.4362531870276722,3.4364097943810874,0.0,36
0.2802178204786038,0.9670064136582353,0.4346910983216553,3.4509097672896645,0.0,36
0.27883326429273,0.9617692030835674,0.4198798791328863,3.4492627898006623,0.0,36
0.3519093721195373,0.9484873498302993,0.5059783374750193,2.695260271465901,0.0,36
0.22519408472196625,0.943301572179566,0.3502763693340388,4.188838145301215,0.0,36
0.34436074160822994,0.9692850344326052,0.4662354379877375,2.8147373301203276,0.0,36
0.2849202209181789,0.9803581523959528,0.412285877818901,3.4408163423314337,0.0,36
0.2724258721982883,0.9615239476408232,0.4159309257704114,3.5294883701096027,0.0,36
0.29686270828295686,0.9261442097421412,0.3959407192038661,3.11977282393914,0.0,36
0.2084501197418268,0.9245567140660144,0.353539656700361,4.435385862148279,0.0,36
0.30074581010985163,0.9654564806624418,0.43507425761424806,3.2102075846369895,0.0,36
0.2849202209181789,0.9496830051227504,0.4369500572042607,3.333154109112784,0.0,36
0.2967713574966784,0.9353518029703116,0.4307139733342406,3.1517590203454207,0.0,36
0.29627841446248576,0.9416161004837748,0.3952502346974156,3.1781461440317,0.0,36
0.26072500472698745,0.9561039391218024,0.38327141673263193,3.667097216559516,0.0,36
0.27887553646746815,0.9859012013877104,0.4192838717389396,3.535273168368138,0.0,36
0.2854131639523716,0.9724835233661706,0.4372720331753596,3.4072833568687604,0.0,36
