EAR,MAR,Circularity,MOE,Y,respondent
0.2579303520876644,0.3495349908593761,0.4176893651189145,1.3551526139916152,0.0,4
0.2746267554059725,0.3735141394929232,0.366795128235752,1.3600792061966736,0.0,4
0.2508982799024048,0.3434171155554891,0.4021396462592153,1.3687503783966657,0.0,4
0.30037087831054704,0.35083811828693096,0.4150342711218802,1.1680164210999404,0.0,4
0.2935651535998499,0.3206486623934628,0.4489237073878338,1.0922572330588307,0.0,4
0.2674082098871901,0.3795517964687489,0.4210985139768859,1.4193722647067124,0.0,4
0.2754654478027501,0.3677560596277339,0.4476255954755593,1.335035165248999,0.0,4
0.2993355473569827,0.3379413643031209,0.4689933815535661,1.1289717084623354,0.0,4
0.27569820671823103,0.33819425857288005,0.4675241326827913,1.226682837725242,0.0,4
0.2746267554059725,0.34826301657349623,0.40306371508807337,1.2681321456049297,0.0,4
0.3120691804659258,0.3712845899887818,0.452234837951577,1.1897509053423545,0.0,4
0.2740509990931433,0.3545071105655986,0.4096568674421942,1.2935807997003874,0.0,4
0.25,0.31596529998792616,0.3588233025452407,1.2638611999517049,0.0,4
0.25118446353109125,0.22360679774997896,0.4074809457834177,0.8902095082098945,0.0,4
0.3164908872100656,0.2064062748461344,0.4659935893520631,0.6521713047274429,0.0,4
0.2579303520876644,0.2186411010873485,0.4176893651189145,0.8476749607701757,0.0,4
0.2510450327884403,0.1910938354123028,0.41790934263040347,0.7611934531815278,0.0,4
0.2435794933120476,0.22105398631299286,0.4448705081866077,0.9075229745625696,0.0,4
0.2887179566384457,0.17964527205108788,0.4065905074865908,0.6222171774236168,0.0,4
0.2495131446207221,0.18894254686089024,0.3682896738053357,0.7572448623822866,0.0,4
0.2585311859064813,0.2258618798570381,0.3913368989948928,0.8736349507124426,0.0,4
0.27419354838709675,0.21864326664404848,0.4103331816803372,0.7974048548194711,0.0,4
0.2833333333333333,0.31189143077590264,0.4269060277963463,1.1007932850914208,0.0,4
0.29121588932479703,0.2772189012755136,0.4374691655395347,0.9519360427697252,0.0,4
0.2903225806451613,0.29654937989104563,0.390259334609,1.0214478640691569,0.0,4
0.2903225806451613,0.2959731357130567,0.4024223720225536,1.0194630230116395,0.0,4
0.31034482758620685,0.2431160860780384,0.4475692024123664,0.7833740551403457,0.0,4
0.2740509990931433,0.3592942539566573,0.40853972131976896,1.3110488746459257,0.0,4
0.2685927481763403,0.3541025289888077,0.4443397088252036,1.318362209676366,0.0,4
0.3009230856356236,0.34847115837947545,0.42739350650479296,1.15800739462517,0.0,4
0.2335531056843124,0.3567082467317898,0.3664249861485814,1.5273110827904943,0.0,4
0.2353705355857314,0.3283365316999929,0.3728116575282922,1.3949772042745752,0.0,4
0.2811127713994909,0.3333333333333333,0.3769917959759302,1.1857637476727496,0.0,4
0.2972164298391412,0.35401290367153204,0.42364562559102464,1.1910946641244904,0.0,4
0.2276257268029927,0.3487740422799278,0.41741350265978494,1.532225935874935,0.0,4
0.2877467030873068,0.3331803930484605,0.4027591664578336,1.1578947368421053,0.0,4
0.21618678420226528,0.3437275072920173,0.3047899299210841,1.5899561509293023,0.0,4
0.24281334026586224,0.333543016522802,0.3908576554823073,1.3736601792866798,0.0,4
0.2518226243734694,0.30450673493058544,0.4155774470845486,1.209211188582413,0.0,4
0.2352329455087589,0.3493908978445232,0.3697984663454793,1.4852974658327078,0.0,4
0.2749438433544064,0.333543016522802,0.4123537751033832,1.2131314251429168,0.0,4
0.27419354838709675,0.3077490772817761,0.4048340631901038,1.1223789877335366,0.0,4
0.2208630521496931,0.33877091953190464,0.39132559604059536,1.5338505749811775,0.0,4
0.2216333501744923,0.3529041426632936,0.3756041224415956,1.5922880847374803,0.0,4
0.25,0.3281130256522341,0.3999083420231361,1.3124521026089369,0.0,4
0.3037859942594074,0.34812540037631656,0.4244498801257037,1.1459560577340082,0.0,4
0.2363428382615813,0.34343481305354084,0.4213049467355513,1.4531213028483292,0.0,4
0.2739030354470016,0.3435696277130149,0.4144703978961911,1.2543476458824907,0.0,4
0.2808837407533097,0.339364905854808,0.4025922936593389,1.2082041664094052,0.0,4
0.2708186408802705,0.33590507460046604,0.420475498228776,1.2403321776840701,0.0,4
0.2646595618255161,0.32936872121170724,0.424595270881195,1.244499609006579,0.0,4
0.275755730799464,0.348446716282906,0.4284887107186714,1.263606436293085,0.0,4
0.16371964974107475,0.3191362765978497,0.3313538868652393,1.949285116982408,0.0,4
0.30398391636559674,0.35324741616071503,0.479279548104918,1.1620595602034085,0.0,4
0.2750546342768203,0.3632853042167207,0.4584780867154335,1.3207750713667428,0.0,4
0.33455433864259954,0.26905744363058703,0.4956265718248982,0.8042264366447747,0.0,4
0.2588832100882331,0.2870221754510485,0.3726068687770802,1.1086936667434903,0.0,4
0.24325587953744496,0.30852342549542355,0.3840895352158569,1.26830819498417,0.0,4
0.281977741937055,0.3134739159065029,0.43270947314436187,1.1116973763712126,0.0,4
